287,łóżko
68,czysta
64,kołdra
46,biała
38,PUSTE
34,poduszka
31,sen
28,spanie
19,spać
16,miękka
16,świeża
12,lozko
12,łożko
11,łózko
11,noc
8,prześcieradło
7,seks
6,świerza
5,krochmal
4,białą
4,biel
4,łoże
4,pachnąca
3,biala
3,brudna
3,koldra
3,lóżko
3,łozko
3,łóżka
2,biały
2,ciepło
2,kosciol
2,łóżkop
2,miekka
2,poszewka
2,poszwa
2,pranie
2,satyna
2,świeżość
2,wyprana
2,zmieniać
1,akademik
1,bała
1,batman
1,bawełna
1,"biała pościel"
1,bie;
1,chuj
1,ciepła
1,czarna
1,czystość
1,czysya
1,czyta
1,dfsf
1,dziewica
1,fdhrhrh
1,flanelowa
1,gd
1,Gonzo
1,"i przedściel"
1,ikea
1,"jak sobie pościelisz tak się wyśpisz"
1,jedwabna
1,kądra
1,koc
1,kolorowa
1,kołdra]
1,kora
1,kordła
1,korowa
1,kwiatki
1,kwiaty
1,leżeć
1,lozkoi
1,Ł
1,ładna
1,łó
1,łóko
1,łóżę
1,łóżo
1,łóżĸo
1,łóżĸo0
1,łużko
1,materac
1,maz
1,miła
1,moja
1,nowa
1,owca
1,pachnie
1,pełna
1,piękna
1,pizama
1,poszew
1,przebrana
1,"sam sobie"
1,satynowa
1,sciel
1,sex
1,spanko
1,sperma
1,spokój
1,sztynowa
1,ścielenie
1,ścielić
1,śmierzość
1,świaża
1,świerzość
1,trąbka
1,ula
1,"w oknie"
1,wieczor
1,wygoda
1,wygodna
1,wypoczynek
1,WYSPANIE
1,wyszywana
1,wytchnienie
1,wzory
1,"z kory"
1,zakrwawiona
1,zapach
1,zaplamiona
1,"zaplamiona krwią"
1,zomfg
1,żółta
